"","Notes","Year","Year.Code","Gender","Gender.Code","Census.Region","Census.Region.Code","Single.Year.Ages","Single.Year.Ages.Code","Single.Race.6","Single.Race.6.Code","Deaths","Population","Crude.Rate"
"207","",2018,2018,"Female","F","Census Region 2: Midwest","CENS-R2","87 years",87,"White","2106-3",286,"Not Applicable","Not Applicable"
"208","",2018,2018,"Female","F","Census Region 2: Midwest","CENS-R2","88 years",88,"Black or African American","2054-5",10,"Not Applicable","Not Applicable"
"209","",2018,2018,"Female","F","Census Region 2: Midwest","CENS-R2","88 years",88,"White","2106-3",270,"Not Applicable","Not Applicable"
"210","",2018,2018,"Female","F","Census Region 2: Midwest","CENS-R2","89 years",89,"Black or African American","2054-5",12,"Not Applicable","Not Applicable"
"211","",2018,2018,"Female","F","Census Region 2: Midwest","CENS-R2","89 years",89,"White","2106-3",269,"Not Applicable","Not Applicable"
"212","",2018,2018,"Female","F","Census Region 2: Midwest","CENS-R2","90 years",90,"Black or African American","2054-5",13,"Not Applicable","Not Applicable"
"213","",2018,2018,"Female","F","Census Region 2: Midwest","CENS-R2","90 years",90,"White","2106-3",271,"Not Applicable","Not Applicable"
"214","",2018,2018,"Female","F","Census Region 2: Midwest","CENS-R2","91 years",91,"White","2106-3",263,"Not Applicable","Not Applicable"
"215","",2018,2018,"Female","F","Census Region 2: Midwest","CENS-R2","92 years",92,"Black or African American","2054-5",14,"Not Applicable","Not Applicable"
"216","",2018,2018,"Female","F","Census Region 2: Midwest","CENS-R2","92 years",92,"White","2106-3",255,"Not Applicable","Not Applicable"
"217","",2018,2018,"Female","F","Census Region 2: Midwest","CENS-R2","93 years",93,"Black or African American","2054-5",16,"Not Applicable","Not Applicable"
